Customer_ID,Customer_Name,Gender,Age,City,Province,Occupation,Education_Level,Marital_Status,Account_Number,Account_Type,Account_Open_Date,Branch_Name,Monthly_Income,Credit_Score,Loan_Status,Loan_Amount,Loan_Type,Interest_Rate,EMI_Amount,Account_Balance,Monthly_Deposit,Monthly_Withdrawal,Debit_Card_Usage,Credit_Card_Usage,Online_Banking_Usage,Mobile_Banking_Usage,Transaction_Count,Average_Transaction,ATM_Visits,FD_Amount,Insurance_Premium,Investment_Amount,Customer_Segment,Customer_Satisfaction,Complaint_Count,Last_Transaction_Date,Risk_Category,Churn_Status,Relationship_Manager
C0345,Customer_345,Male,44,  biratnagar  ,Bagmati,Analyst,+2,Unmarried,ACC100346,SAVINGS,2024-06-24 08:21:16.273,Butwal Branch,230669,559,Active,847972,Vehicle,7.88,44896,1383555,58836,64728,92,32,No,No,89,21810,29,78474,22155,1020494,Retail,5,9,2025-07-29 08:21:16.273,High,Yes,RM_C
C0185,Customer_185,Female,29,Pokhara,Gandaki,Student,,Unmarried,ACC100186,Current,2021-08-29 08:21:16.252,Pokhara Branch,170553,511,Active,716592,Business,11.07,43862,1464943,91262,98653,95,9,No,No,1,33696,11,577384,13969,1779412,Retail,4,7,2026-06-10 08:21:16.252,High,Yes,RM_B
C0142,Customer_142,Male,26,  bhaktapur  ,Bagmati,Teacher,Bachelor,Married,ACC100143,FIXED DEPOSIT,2024-05-15 08:21:16.245,Kathmandu Branch,216864,519,,0,Business,14.41,26529,271072,39638,29611,42,65,Yes,No,69,42593,12,883707,414,1501596,Corporate,4,9,2026-01-08 08:21:16.245,High,No,RM_D
C0391,Customer_391,Female,28,Bhaktapur,Koshi,Engineer,Master,Unmarried,ACC100392,Fixed Deposit,2020-05-27 08:21:16.280,Chitwan Branch,82358,611,Closed,1981510,Vehicle,6.83,17010,919049,113719,51184,55,58,Yes,Yes,88,32977,26,490881,40879,380851,Corporate,3,8,2026-03-17 08:21:16.280,Medium,Yes,RM_D
C0492,Customer_492,Male,24,Biratnagar,Lumbini,Teacher,Bachelor,Unmarried,ACC100493,Current,2022-12-05 08:21:16.296,Kathmandu Branch,194386,619,,0,Home,8.14,5761,1500284,86560,47846,88,36,Yes,Yes,102,47764,19,446940,1960,1770377,Retail,5,5,2025-09-15 08:21:16.296,Low,Yes,RM_C
C0827,Customer_827,Male,63,Chitwan,Lumbini,Unknown,+2,Unmarried,ACC100828,Current,2022-07-26 08:21:16.342,Lalitpur Branch,238024,829,Active,1588506,Personal,12.72,15178,897234,148949,12611,49,73,Yes,No,19,21722,26,37353,40660,164414,VIP,1,7,2026-06-02 08:21:16.342,Low,No,RM_D
C0102,Customer_102,Female,33,Kathmandu,Gandaki,Business,PhD,Married,ACC100103,Savings,2021-08-22 08:21:16.240,Pokhara Branch,32933 NPR,600,Closed,634701,Business,6.47,26345,"NPR 128,819.00",31939,24599,61,70,No,No,58,18893,0,48508,46382,1506908,VIP,5,0,2026-03-25 08:21:16.240,High,Yes,RM_B
C0750,Customer_750,Male,25,  lalitpur  ,Bagmati,Doctor,PhD,Married,ACC100751,FIXED DEPOSIT,2021-04-25 08:21:16.330,Chitwan Branch,226063,760,,0,Business,15.72,27594,1455997,31427,85370,88,3,No,Yes,102,37923,9,923176,43275,259005,Retail,1,2,2026-05-31 08:21:16.330,High,No,RM_C
C0552,Customer_552,Male,63,Kathmandu,Koshi,Business,+2,Married,ACC100553,Current,2020-04-18 08:21:16.306,Pokhara Branch,242443,700,Active,460943,Home,8.81,22910,141483,104524,74613,74,50,No,Yes,59,32005,25,441492,1479,1864504,VIP,5,6,2026-05-15 08:21:16.306,Medium,No,RM_C
C0307,Customer_307,Male,55,Butwal,Bagmati,Business,PhD,Unmarried,ACC100308,Savings,2025/31/12,Bhaktapur Branch,211503,679,,0,Business,10.68,48362,916443,44838,7379,97,69,No,No,59,49691,17,404221,17146,558545,Retail,3,8,2025-08-14 08:21:16.269,High,No,RM_A
C0987,Customer_987,Male,56,Lalitpur,Lumbini,Business,Master,Married,ACC100988,Fixed Deposit,2019-10-24 08:21:16.362,Chitwan Branch,222686 NPR,508,,0,Personal,11.42,28354,"NPR 1,719,872.00",91000,117318,28,76,No,Yes,131,6072,25,322724,38627,1295587,Corporate,5,10,2025-11-04 08:21:16.362,High,No,RM_A
C0322,Customer_322,Male,-1,Bhaktapur,Gandaki,Student,+2,Unmarried,ACC100323,Savings,2025-09-15 08:21:16.270,Kathmandu Branch,139702,819,Closed,2696441,Home,10.57,10476,683542,54700,49341,26,98,Yes,Yes,115,13162,9,621986,33072,1956815,VIP,2,10,2025-07-20 08:21:16.270,Low,Yes,RM_B
C0800,Customer_800,Male,55,Pokhara,Lumbini,Banker,+2,Unmarried,ACC100801,Savings,2025/31/12,Biratnagar Branch,242711,482,Closed,345953,Education,11.0,15612,1701132,54216,14756,37,96,No,No,99,44441,15,481052,12996,902796,Retail,4,0,2025-07-09 08:21:16.338,High,No,RM_C
C0731,Customer_731,Female,21,Kathmandu,Bagmati,Banker,PhD,Married,ACC100732,Current,2026-05-07 08:21:16.328,Lalitpur Branch,162928,686,Active,2395631,Personal,11.41,19568,395175,11292,77975,37,77,No,Yes,131,33357,10,792039,49432,59844,VIP,5,7,2025-06-28 08:21:16.328,High,Yes,RM_B
C0678,Customer_678,Male,61,Bhaktapur,Lumbini,Engineer,PhD,Unmarried,ACC100679,Current,2024-11-18 08:21:16.321,Biratnagar Branch,132345,537,Active,-107778.0,Education,11.6,23890,507342,35098,8721,67,68,No,Yes,57,38696,22,909401,18278,753337,VIP,2,10,2026-03-07 08:21:16.321,Medium,Yes,RM_B
C0654,Customer_654,Male,58,Biratnagar,Koshi,Student,PhD,Unmarried,ACC100655,Current,2021-05-05 08:21:16.318,Bhaktapur Branch,48473,531,Closed,360925,Home,15.2,43157,229603,29778,94124,16,32,No,Yes,63,33991,1,932495,40707,1988580,VIP,3,7,2025-08-10 08:21:16.318,High,No,RM_B
C0077,Customer_77,Female,51,Lalitpur,Koshi,Analyst,PhD,Unmarried,ACC100078,Current,2022-11-11 08:21:16.235,Bhaktapur Branch,57227 NPR,840,Active,150694,Home,6.74,7159,"NPR 281,276.00",145409,82738,90,61,No,No,89,27367,11,253445,29653,59377,VIP,3,6,2025-07-17 08:21:16.235,High,Yes,RM_A
C0193,Customer_193,Male,21,  pokhara  ,Lumbini,Banker,PhD,Married,ACC100194,SAVINGS,2022-12-02 08:21:16.253,Bhaktapur Branch,37991,542,Closed,1800255,Education,6.78,5084,1724779,36671,103312,37,91,Yes,Yes,15,42167,28,113763,3639,147319,Corporate,4,0,2026-03-03 08:21:16.253,Medium,Yes,RM_B
C0087,Customer_87,Male,24,Pokhara,Bagmati,Doctor,,Unmarried,ACC100088,Savings,2022-07-05 08:21:16.236,Lalitpur Branch,138465,834,,0,Business,12.55,36203,1279095,99360,32330,0,57,Yes,No,184,43826,13,417517,19863,369092,VIP,4,8,2026-04-29 08:21:16.236,Low,Yes,RM_A
C0459,Customer_459,Male,65,Chitwan,Lumbini,Business,PhD,Unmarried,ACC100460,Current,2023-07-29 08:21:16.289,Pokhara Branch,144153,692,Active,772787,Personal,6.41,23791,1030715,130621,77533,27,93,Yes,No,124,31217,21,888858,34113,1404290,Retail,5,8,2025-12-09 08:21:16.289,High,No,RM_A
C0440,Customer_440,Male,32,Chitwan,Gandaki,Teacher,PhD,Unmarried,ACC100441,Current,2022-03-19 08:21:16.287,Lalitpur Branch,223701 NPR,479,Closed,2219626,Vehicle,9.32,22912,"NPR 930,753.00",79385,36157,81,90,Yes,Yes,26,12950,2,359776,2795,1279680,Retail,4,2,2026-02-11 08:21:16.287,Low,Yes,RM_D
C0919,Customer_919,Female,51,  kathmandu  ,Bagmati,Teacher,+2,Unmarried,ACC100920,CURRENT,2023-11-22 08:21:16.354,Pokhara Branch,205401,629,Closed,2845242,Personal,11.35,43960,596394,105897,22376,2,20,Yes,Yes,163,44509,1,399464,26373,699303,Retail,5,5,2026-03-09 08:21:16.354,Medium,Yes,RM_A
C0661,Customer_661,Male,32,Pokhara,Koshi,Engineer,+2,Married,ACC100662,Fixed Deposit,2026-01-15 08:21:16.319,Butwal Branch,79239 NPR,714,,0,Business,7.09,11962,"NPR 793,973.00",75778,6385,10,6,No,Yes,20,42077,10,292400,10390,1565105,VIP,2,1,2025-11-17 08:21:16.319,Low,Yes,RM_B
C0310,Customer_310,Female,36,Biratnagar,Koshi,Analyst,Master,Unmarried,ACC100311,Current,2021-04-10 08:21:16.269,Lalitpur Branch,186131,-999,,0,Home,10.29,19836,855300,26017,5631,27,16,No,Yes,97,26713,3,544282,39160,358786,Retail,3,5,2025-12-13 08:21:16.269,Medium,No,RM_C
C0744,Customer_744,Female,52,Kathmandu,Bagmati,Teacher,PhD,Married,ACC100745,Current,2025-12-09 08:21:16.329,Bhaktapur Branch,205238,504,,0,Business,15.74,5482,640665,76999,55580,97,16,No,No,147,48543,17,508976,45892,959997,Corporate,4,0,2025-09-17 08:21:16.329,Low,No,RM_A
C0874,Customer_874,Male,27,Butwal,Bagmati,Student,+2,Unmarried,ACC100875,Fixed Deposit,2022-11-05 08:21:16.348,Kathmandu Branch,50196,552,Active,1004466,Vehicle,13.45,39244,1024089,106775,109656,5,73,No,No,68,952,9,928870,38722,646284,Corporate,5,8,2025-12-20 08:21:16.348,Medium,No,RM_D
C0399,Customer_399,Female,39,Lalitpur,Koshi,Engineer,Master,Unmarried,ACC100400,Current,2025/31/12,Kathmandu Branch,132024,539,Active,2681817,Home,12.1,5758,523535,48119,22611,47,96,Yes,No,57,43207,4,104499,36936,4215,VIP,2,8,2025-06-15 08:21:16.282,Medium,No,RM_D
C0617,Customer_617,Male,59,Chitwan,Gandaki,Teacher,PhD,Married,ACC100618,Savings,2022-11-05 08:21:16.314,Butwal Branch,230077,837,,0,Business,6.49,8680,561930,117617,73153,40,79,Yes,Yes,54,38882,4,343446,22747,1120433,Corporate,3,8,2026-04-29 08:21:16.314,Medium,Yes,RM_C
C0050,Customer_50,Female,51,  lalitpur  ,Bagmati,Business,+2,Unmarried,ACC100051,SAVINGS,2025-05-29 08:21:16.231,Butwal Branch,200217,578,Active,2842293,Home,13.69,37793,1187192,44559,42077,12,81,Yes,No,151,20811,5,997965,48889,1043780,Corporate,4,5,2025-08-12 08:21:16.231,Low,Yes,RM_C
C0200,Customer_200,Male,55,  biratnagar  ,Bagmati,Teacher,PhD,Married,ACC100201,CURRENT,2022-08-29 08:21:16.254,Bhaktapur Branch,159359,593,Closed,299102,Vehicle,10.28,34433,121639,102284,41892,64,44,No,No,41,19346,25,846221,25107,1065221,VIP,1,2,2025-11-05 08:21:16.254,Medium,No,RM_C
C0599,Customer_599,Female,32,Biratnagar,Gandaki,Banker,Bachelor,Unmarried,ACC100600,Savings,2020-04-12 08:21:16.312,Pokhara Branch,170699,702,,0,Education,9.69,34895,152652,30652,100329,10,54,Yes,Yes,11,26236,18,202621,34637,161554,VIP,5,8,2025-07-01 08:21:16.312,Low,No,RM_B
C0970,Customer_970,Female,45,Lalitpur,Lumbini,Doctor,Master,Married,ACC100971,Current,2024-11-20 08:21:16.360,Lalitpur Branch,173716,661,Active,2697885,Business,13.01,31446,1034868,141161,45747,46,70,Yes,No,86,11979,28,650208,30072,220826,VIP,3,0,2026-03-14 08:21:16.360,Medium,No,RM_A
C0883,Customer_883,Male,62,Pokhara,Bagmati,Engineer,+2,Married,ACC100884,Current,2025-02-27 08:21:16.349,Lalitpur Branch,82021,704,,0,Home,7.53,38204,854147,94123,12775,27,34,No,Yes,109,46893,8,14074,39036,425195,Corporate,1,2,2026-05-14 08:21:16.349,Low,No,RM_B
C0429,Customer_429,Female,29,Pokhara,Lumbini,Teacher,Master,Unmarried,ACC100430,Fixed Deposit,2025/31/12,Chitwan Branch,73541,818,Closed,2644317,Vehicle,8.72,35417,907778,37403,84694,22,57,Yes,Yes,131,12105,12,310985,31242,1160093,Corporate,5,10,2025-10-07 08:21:16.286,High,No,RM_D
C0498,Customer_498,Female,55,Biratnagar,Gandaki,Student,+2,Married,ACC100499,Fixed Deposit,2024-07-27 08:21:16.297,Chitwan Branch,36277,485,Closed,980419,Home,9.59,18121,507002,39917,31269,51,56,No,No,112,37693,24,990738,36985,1498698,VIP,2,1,2026-05-26 08:21:16.297,Low,No,RM_D
C0604,Customer_604,Female,58,Kathmandu,Koshi,Banker,Bachelor,Unmarried,ACC100605,Current,2025/31/12,Bhaktapur Branch,39632,458,,0,Education,13.43,34658,524546,93062,60536,27,62,No,Yes,144,36094,17,552436,19585,1804267,Corporate,1,1,2026-04-23 08:21:16.313,Medium,Yes,RM_D
C0011,Customer_11,Female,26,Lalitpur,Gandaki,Doctor,PhD,Unmarried,ACC100012,Savings,2022-04-08 08:21:16.226,Kathmandu Branch,223691 NPR,488,Closed,822176,Vehicle,6.38,42989,"NPR 1,906,315.00",100511,23595,8,44,No,Yes,49,35936,12,821216,41949,469379,VIP,3,7,2025-11-19 08:21:16.226,High,No,RM_D
C0889,Customer_889,Male,45,Kathmandu,Koshi,Teacher,Master,Married,ACC100890,Current,2022-04-16 08:21:16.350,Butwal Branch,96316,726,,0,Business,11.87,21849,885285,103502,113817,40,6,Yes,Yes,67,39880,29,768461,6214,588917,Corporate,3,5,2025-12-22 08:21:16.350,High,No,RM_B
C0671,Customer_671,Female,31,  pokhara  ,Koshi,Teacher,Bachelor,Unmarried,ACC100672,FIXED DEPOSIT,2024-07-01 08:21:16.320,Biratnagar Branch,104402,704,Closed,948111,Vehicle,6.46,11268,1356988,78435,54857,63,41,Yes,Yes,21,30544,27,26490,34430,1900940,Corporate,4,3,2025-12-12 08:21:16.320,Medium,No,RM_B
C0938,Customer_938,Male,59,Butwal,Gandaki,Student,+2,Unmarried,ACC100939,Savings,2024-12-14 08:21:16.356,Kathmandu Branch,165706,522,Active,1222021,Personal,13.87,43200,1899172,91697,90172,89,76,No,Yes,134,46682,20,99530,47162,68314,Corporate,5,3,2026-05-20 08:21:16.356,Medium,Yes,RM_D
C0929,Customer_929,Male,45,Lalitpur,Koshi,Banker,Master,Married,ACC100930,Savings,2025-09-22 08:21:16.355,Bhaktapur Branch,139747,680,,0,Education,9.34,44963,814504,56009,28735,98,52,Yes,No,97,878,4,660235,42133,507343,Corporate,3,2,2025-09-07 08:21:16.355,Medium,No,RM_A
C0558,Customer_558,Male,54,  chitwan  ,Lumbini,Doctor,+2,Married,ACC100559,SAVINGS,2025-01-31 08:21:16.307,Pokhara Branch,205105,783,Closed,1708651,Business,14.43,32763,1119619,148443,6388,94,24,Yes,No,82,7503,25,834104,20175,548305,Corporate,5,2,2026-03-04 08:21:16.307,Low,Yes,RM_A
C0637,Customer_637,Male,49,Biratnagar,Koshi,Analyst,Bachelor,Married,ACC100638,Savings,2022-08-05 08:21:16.316,Biratnagar Branch,39811 NPR,690,,0,Personal,12.11,48613,"NPR 907,050.00",85567,29711,13,37,No,No,42,4445,28,656571,8365,1483702,Corporate,1,8,2026-02-09 08:21:16.316,High,No,RM_D
C0834,Customer_834,Male,43,Bhaktapur,Bagmati,Doctor,+2,Unmarried,ACC100835,Current,2021-03-29 08:21:16.343,Kathmandu Branch,236135,841,,0,Home,9.19,43322,1604988,17138,37319,92,95,No,No,182,17682,18,188685,47206,1342562,Corporate,3,4,2026-04-02 08:21:16.343,Medium,No,RM_B
C0372,Customer_372,Male,20,Chitwan,Gandaki,Analyst,Bachelor,Unmarried,ACC100373,Current,2022-05-14 08:21:16.277,Butwal Branch,133994 NPR,826,Closed,121779,Personal,6.66,41579,"NPR 1,784,328.00",131471,42579,14,87,Yes,No,170,29432,30,725634,13085,659395,Corporate,1,4,2025-11-21 08:21:16.277,Medium,Yes,RM_B
C0835,Customer_835,Female,41,Bhaktapur,Gandaki,Doctor,Bachelor,Unmarried,ACC100836,Current,2025-06-20 08:21:16.343,Bhaktapur Branch,38124,672,Closed,74260,Business,10.34,46634,716959,13104,70150,53,84,No,Yes,18,12782,6,787226,26135,711314,Corporate,5,7,2025-11-07 08:21:16.343,Medium,No,RM_A
C0583,Customer_583,Male,59,Kathmandu,Koshi,Doctor,Master,Married,ACC100584,Current,2021-12-17 08:21:16.310,Chitwan Branch,56772,520,Closed,2283032,Education,6.4,24035,1506539,56160,89224,39,96,Yes,Yes,123,33471,13,693379,33152,926813,Retail,5,3,2026-01-12 08:21:16.310,Medium,No,RM_C
C0334,Customer_334,Male,59,  kathmandu  ,Gandaki,Banker,Master,Unmarried,ACC100335,FIXED DEPOSIT,2025-04-22 08:21:16.272,Chitwan Branch,173355,625,,0,Vehicle,14.57,11995,687693,118719,102761,45,67,No,Yes,96,38310,0,348705,48694,145065,Retail,3,8,2025-07-28 08:21:16.272,High,Yes,RM_A
C0946,Customer_946,Male,44,Bhaktapur,Gandaki,Engineer,Master,Married,ACC100947,Current,2021-07-25 08:21:16.357,Kathmandu Branch,126080,647,Active,2998966,Education,7.28,44416,640835,103620,2056,14,40,Yes,No,52,13037,29,124427,8710,1649111,Retail,3,6,2026-02-17 08:21:16.357,Low,Yes,RM_C
C0211,Customer_211,Male,55,Butwal,Lumbini,Banker,+2,Unmarried,ACC100212,Fixed Deposit,2022-05-03 08:21:16.256,Butwal Branch,162227 NPR,614,Active,156598,Home,6.55,46861,"NPR 1,296,843.00",99953,52004,61,85,No,Yes,125,9711,1,215387,47211,1125753,VIP,5,7,2026-03-20 08:21:16.256,Medium,No,RM_A
