Customer_ID,Customer_Name,Gender,Age,City,Province,Occupation,Education_Level,Marital_Status,Account_Number,Account_Type,Account_Open_Date,Branch_Name,Monthly_Income,Credit_Score,Loan_Status,Loan_Amount,Loan_Type,Interest_Rate,EMI_Amount,Account_Balance,Monthly_Deposit,Monthly_Withdrawal,Debit_Card_Usage,Credit_Card_Usage,Online_Banking_Usage,Mobile_Banking_Usage,Transaction_Count,Average_Transaction,ATM_Visits,FD_Amount,Insurance_Premium,Investment_Amount,Customer_Segment,Customer_Satisfaction,Complaint_Count,Last_Transaction_Date,Risk_Category,Churn_Status,Relationship_Manager
C0424,Customer_424,Male,31,Pokhara,Gandaki,Banker,Phd,Unmarried,Acc100425,Fixed Deposit,2025-01-25,Biratnagar Branch,245999.0,740,Closed,2730662.0,Personal,11.92,5824.0,1134347.0,76716.0,107305.0,30.0,41.0,,,60.0,44526.0,25.0,33463.0,349.0,326598.0,Retail,5,1,2025-09-10,Medium,No,Rm_A
C0211,Customer_211,Male,55,Butwal,Lumbini,Banker,+2,Unmarried,Acc100212,Fixed Deposit,2022-05-03,Butwal Branch,162227.0,614,Active,156598.0,Home,6.55,46861.0,1296843.0,99953.0,52004.0,61.0,85.0,,,125.0,9711.0,1.0,215387.0,47211.0,1125753.0,Vip,5,7,2026-03-20,Medium,No,Rm_A
C0618,Customer_618,Female,23,Pokhara,Lumbini,Teacher,+2,Married,Acc100619,Current,2023-06-30,Pokhara Branch,221239.0,798,Closed,1538323.0,Home,12.6,2315.0,572940.0,110297.0,33924.0,56.0,60.0,,,45.0,17396.0,2.0,31188.0,14319.0,423524.0,Vip,2,0,2025-08-22,High,No,Rm_A
C0484,Customer_484,Male,51,Kathmandu,Gandaki,Teacher,+2,Married,Acc100485,Current,2020-10-01,Pokhara Branch,91470.0,765,Closed,1620988.0,Home,7.23,14985.0,872644.0,81446.0,37470.0,12.0,58.0,,,6.0,1292.0,25.0,719977.0,30976.0,307038.0,Vip,2,5,2026-05-16,High,No,Rm_C
C0885,Customer_885,Male,64,Biratnagar,Lumbini,Analyst,+2,Married,Acc100886,Savings,2020-01-16,Chitwan Branch,118294.0,653,,0.0,Personal,6.63,39391.0,232168.0,116280.0,115533.0,24.0,7.0,,,142.0,34767.0,0.0,597538.0,6086.0,557615.0,Corporate,1,10,2025-10-06,Low,No,Rm_A
C0651,Customer_651,Male,58,Butwal,Gandaki,Teacher,Bachelor,Married,Acc100652,Fixed Deposit,2025-10-06,Kathmandu Branch,45811.0,653,Closed,2111605.0,Education,8.67,40854.0,1602408.0,27143.0,75096.0,52.0,94.0,,,112.0,19363.0,18.0,442657.0,37951.0,1235917.0,Corporate,2,10,2025-10-18,High,No,Rm_C
C0245,Customer_245,Male,42,Chitwan,Lumbini,Student,+2,Unmarried,Acc100246,Fixed Deposit,2024-05-08,Chitwan Branch,133446.0,783,Closed,1796010.0,Personal,11.93,10834.0,711849.0,64899.0,108125.0,7.0,78.0,,,134.0,28489.0,17.0,998521.0,45876.0,528862.0,Retail,2,9,2026-03-27,Low,Yes,Rm_D
C0848,Customer_848,Male,59,Lalitpur,Lumbini,Engineer,+2,Unmarried,Acc100849,Fixed Deposit,2020-07-23,Bhaktapur Branch,34517.0,679,Active,1891694.0,Home,13.24,25680.0,75357.0,92075.0,26518.0,8.0,59.0,,,138.0,40091.0,13.0,74875.0,46958.0,1369662.0,Vip,5,9,2025-06-25,Low,Yes,Rm_B
C0983,Customer_983,Female,47,Kathmandu,Gandaki,Engineer,Master,Married,Acc100984,Savings,2020-12-07,Bhaktapur Branch,117825.0,829,Active,1111785.0,Education,8.08,26921.0,1204089.0,20367.0,112397.0,20.0,64.0,,,84.0,28892.0,29.0,204051.0,20919.0,387074.0,Retail,1,7,2026-01-18,High,No,Rm_C
C0829,Customer_829,Female,35,Lalitpur,Bagmati,Teacher,Bachelor,Married,Acc100830,Current,2020-06-27,Kathmandu Branch,115542.0,707,Closed,1327498.0,Business,9.28,22893.0,1619270.0,77331.0,7713.0,4.0,47.0,,,138.0,46592.0,12.0,486454.0,2889.0,404521.0,Retail,5,9,2025-10-07,Low,Yes,Rm_B
C0571,Customer_571,Female,37,Butwal,Gandaki,Teacher,Phd,Unmarried,Acc100572,Current,2023-10-29,Lalitpur Branch,64821.0,753,Closed,1432670.0,Business,14.39,23451.0,1149809.0,42934.0,25903.0,83.0,62.0,,,140.0,2794.0,14.0,446160.0,46517.0,542706.0,Corporate,3,0,2025-08-10,Medium,Yes,Rm_C
C0060,Customer_60,Male,38,Lalitpur,Lumbini,Engineer,Bachelor,Married,Acc100061,Fixed Deposit,2019-11-26,Chitwan Branch,89479.0,698,,0.0,Personal,7.71,39641.0,1673663.0,65742.0,56114.0,70.0,89.0,,,194.0,15059.0,12.0,954042.0,28265.0,339704.0,Retail,1,0,2026-05-07,High,Yes,Rm_A
C0291,Customer_291,Female,55,Butwal,Lumbini,Doctor,Bachelor,Married,Acc100292,Fixed Deposit,2019-11-26,Pokhara Branch,37909.0,544,Active,2755099.0,Home,9.74,38274.0,1655847.0,61355.0,34193.0,82.0,15.0,,,42.0,6919.0,25.0,892941.0,1670.0,1086829.0,Corporate,1,0,2026-02-14,High,No,Rm_D
C0071,Customer_71,Female,46,Chitwan,Lumbini,Analyst,Master,Married,Acc100072,Savings,2026-03-27,Kathmandu Branch,113557.0,701,Active,2959102.0,Vehicle,11.1,49169.0,1097927.0,27386.0,38933.0,77.0,63.0,,,199.0,18196.0,15.0,833108.0,34651.0,1516316.0,Vip,3,4,2025-06-30,High,Yes,Rm_A
C0345,Customer_345,Male,44,Biratnagar,Bagmati,Analyst,+2,Unmarried,Acc100346,Savings,2024-06-24,Butwal Branch,230669.0,559,Active,847972.0,Vehicle,7.88,44896.0,1383555.0,58836.0,64728.0,92.0,32.0,,,89.0,21810.0,29.0,78474.0,22155.0,1020494.0,Retail,5,9,2025-07-29,High,Yes,Rm_C
C0185,Customer_185,Female,29,Pokhara,Gandaki,Student,Unspecified,Unmarried,Acc100186,Current,2021-08-29,Pokhara Branch,170553.0,511,Active,716592.0,Business,11.07,43862.0,1464943.0,91262.0,98653.0,95.0,9.0,,,1.0,33696.0,11.0,577384.0,13969.0,1779412.0,Retail,4,7,2026-06-10,High,Yes,Rm_B
C0142,Customer_142,Male,26,Bhaktapur,Bagmati,Teacher,Bachelor,Married,Acc100143,Fixed Deposit,2024-05-15,Kathmandu Branch,216864.0,519,,0.0,Business,14.41,26529.0,271072.0,39638.0,29611.0,42.0,65.0,,,69.0,42593.0,12.0,883707.0,414.0,1501596.0,Corporate,4,9,2026-01-08,High,No,Rm_D
C0391,Customer_391,Female,28,Bhaktapur,Koshi,Engineer,Master,Unmarried,Acc100392,Fixed Deposit,2020-05-27,Chitwan Branch,82358.0,611,Closed,1981510.0,Vehicle,6.83,17010.0,919049.0,113719.0,51184.0,55.0,58.0,,,88.0,32977.0,26.0,490881.0,40879.0,380851.0,Corporate,3,8,2026-03-17,Medium,Yes,Rm_D
C0492,Customer_492,Male,24,Biratnagar,Lumbini,Teacher,Bachelor,Unmarried,Acc100493,Current,2022-12-05,Kathmandu Branch,194386.0,619,,0.0,Home,8.14,5761.0,1500284.0,86560.0,47846.0,88.0,36.0,,,102.0,47764.0,19.0,446940.0,1960.0,1770377.0,Retail,5,5,2025-09-15,Low,Yes,Rm_C
C0827,Customer_827,Male,63,Chitwan,Lumbini,Unemployed/Other,+2,Unmarried,Acc100828,Current,2022-07-26,Lalitpur Branch,238024.0,829,Active,1588506.0,Personal,12.72,15178.0,897234.0,148949.0,12611.0,49.0,73.0,,,19.0,21722.0,26.0,37353.0,40660.0,164414.0,Vip,1,7,2026-06-02,Low,No,Rm_D
C0102,Customer_102,Female,33,Kathmandu,Gandaki,Business,Phd,Married,Acc100103,Savings,2021-08-22,Pokhara Branch,32933.0,600,Closed,634701.0,Business,6.47,26345.0,128819.0,31939.0,24599.0,61.0,70.0,,,58.0,18893.0,0.0,48508.0,46382.0,1506908.0,Vip,5,0,2026-03-25,High,Yes,Rm_B
C0750,Customer_750,Male,25,Lalitpur,Bagmati,Doctor,Phd,Married,Acc100751,Fixed Deposit,2021-04-25,Chitwan Branch,226063.0,760,,0.0,Business,15.72,27594.0,1455997.0,31427.0,85370.0,88.0,3.0,,,102.0,37923.0,9.0,923176.0,43275.0,259005.0,Retail,1,2,2026-05-31,High,No,Rm_C
C0552,Customer_552,Male,63,Kathmandu,Koshi,Business,+2,Married,Acc100553,Current,2020-04-18,Pokhara Branch,242443.0,700,Active,460943.0,Home,8.81,22910.0,141483.0,104524.0,74613.0,74.0,50.0,,,59.0,32005.0,25.0,441492.0,1479.0,1864504.0,Vip,5,6,2026-05-15,Medium,No,Rm_C
C0307,Customer_307,Male,55,Butwal,Bagmati,Business,Phd,Unmarried,Acc100308,Savings,2020-04-18,Bhaktapur Branch,211503.0,679,,0.0,Business,10.68,48362.0,916443.0,44838.0,7379.0,97.0,69.0,,,59.0,49691.0,17.0,404221.0,17146.0,558545.0,Retail,3,8,2025-08-14,High,No,Rm_A
C0987,Customer_987,Male,56,Lalitpur,Lumbini,Business,Master,Married,Acc100988,Fixed Deposit,2019-10-24,Chitwan Branch,222686.0,508,,0.0,Personal,11.42,28354.0,1719872.0,91000.0,117318.0,28.0,76.0,,,131.0,6072.0,25.0,322724.0,38627.0,1295587.0,Corporate,5,10,2025-11-04,High,No,Rm_A
C0322,Customer_322,Male,42,Bhaktapur,Gandaki,Student,+2,Unmarried,Acc100323,Savings,2025-09-15,Kathmandu Branch,139702.0,819,Closed,2696441.0,Home,10.57,10476.0,683542.0,54700.0,49341.0,26.0,98.0,,,115.0,13162.0,9.0,621986.0,33072.0,1956815.0,Vip,2,10,2025-07-20,Low,Yes,Rm_B
C0800,Customer_800,Male,55,Pokhara,Lumbini,Banker,+2,Unmarried,Acc100801,Savings,2025-09-15,Biratnagar Branch,242711.0,482,Closed,345953.0,Education,11.0,15612.0,1701132.0,54216.0,14756.0,37.0,96.0,,,99.0,44441.0,15.0,481052.0,12996.0,902796.0,Retail,4,0,2025-07-09,High,No,Rm_C
C0731,Customer_731,Female,21,Kathmandu,Bagmati,Banker,Phd,Married,Acc100732,Current,2026-05-07,Lalitpur Branch,162928.0,686,Active,2395631.0,Personal,11.41,19568.0,395175.0,11292.0,77975.0,37.0,77.0,,,131.0,33357.0,10.0,792039.0,49432.0,59844.0,Vip,5,7,2025-06-28,High,Yes,Rm_B
C0678,Customer_678,Male,61,Bhaktapur,Lumbini,Engineer,Phd,Unmarried,Acc100679,Current,2024-11-18,Biratnagar Branch,132345.0,537,Active,107778.0,Education,11.6,23890.0,507342.0,35098.0,8721.0,67.0,68.0,,,57.0,38696.0,22.0,909401.0,18278.0,753337.0,Vip,2,10,2026-03-07,Medium,Yes,Rm_B
C0654,Customer_654,Male,58,Biratnagar,Koshi,Student,Phd,Unmarried,Acc100655,Current,2021-05-05,Bhaktapur Branch,48473.0,531,Closed,360925.0,Home,15.2,43157.0,229603.0,29778.0,94124.0,16.0,32.0,,,63.0,33991.0,1.0,932495.0,40707.0,1988580.0,Vip,3,7,2025-08-10,High,No,Rm_B
C0077,Customer_77,Female,51,Lalitpur,Koshi,Analyst,Phd,Unmarried,Acc100078,Current,2022-11-11,Bhaktapur Branch,57227.0,840,Active,150694.0,Home,6.74,7159.0,281276.0,145409.0,82738.0,90.0,61.0,,,89.0,27367.0,11.0,253445.0,29653.0,59377.0,Vip,3,6,2025-07-17,High,Yes,Rm_A
C0193,Customer_193,Male,21,Pokhara,Lumbini,Banker,Phd,Married,Acc100194,Savings,2022-12-02,Bhaktapur Branch,37991.0,542,Closed,1800255.0,Education,6.78,5084.0,1724779.0,36671.0,103312.0,37.0,91.0,,,15.0,42167.0,28.0,113763.0,3639.0,147319.0,Corporate,4,0,2026-03-03,Medium,Yes,Rm_B
C0087,Customer_87,Male,24,Pokhara,Bagmati,Doctor,Unspecified,Unmarried,Acc100088,Savings,2022-07-05,Lalitpur Branch,138465.0,834,,0.0,Business,12.55,36203.0,1279095.0,99360.0,32330.0,0.0,57.0,,,184.0,43826.0,13.0,417517.0,19863.0,369092.0,Vip,4,8,2026-04-29,Low,Yes,Rm_A
C0459,Customer_459,Male,65,Chitwan,Lumbini,Business,Phd,Unmarried,Acc100460,Current,2023-07-29,Pokhara Branch,144153.0,692,Active,772787.0,Personal,6.41,23791.0,1030715.0,130621.0,77533.0,27.0,93.0,,,124.0,31217.0,21.0,888858.0,34113.0,1404290.0,Retail,5,8,2025-12-09,High,No,Rm_A
C0440,Customer_440,Male,32,Chitwan,Gandaki,Teacher,Phd,Unmarried,Acc100441,Current,2022-03-19,Lalitpur Branch,223701.0,479,Closed,2219626.0,Vehicle,9.32,22912.0,930753.0,79385.0,36157.0,81.0,90.0,,,26.0,12950.0,2.0,359776.0,2795.0,1279680.0,Retail,4,2,2026-02-11,Low,Yes,Rm_D
C0919,Customer_919,Female,51,Kathmandu,Bagmati,Teacher,+2,Unmarried,Acc100920,Current,2023-11-22,Pokhara Branch,205401.0,629,Closed,2845242.0,Personal,11.35,43960.0,596394.0,105897.0,22376.0,2.0,20.0,,,163.0,44509.0,1.0,399464.0,26373.0,699303.0,Retail,5,5,2026-03-09,Medium,Yes,Rm_A
C0661,Customer_661,Male,32,Pokhara,Koshi,Engineer,+2,Married,Acc100662,Fixed Deposit,2026-01-15,Butwal Branch,79239.0,714,,0.0,Business,7.09,11962.0,793973.0,75778.0,6385.0,10.0,6.0,,,20.0,42077.0,10.0,292400.0,10390.0,1565105.0,Vip,2,1,2025-11-17,Low,Yes,Rm_B
C0310,Customer_310,Female,36,Biratnagar,Koshi,Analyst,Master,Unmarried,Acc100311,Current,2021-04-10,Lalitpur Branch,186131.0,653,,0.0,Home,10.29,19836.0,855300.0,26017.0,5631.0,27.0,16.0,,,97.0,26713.0,3.0,544282.0,39160.0,358786.0,Retail,3,5,2025-12-13,Medium,No,Rm_C
C0744,Customer_744,Female,52,Kathmandu,Bagmati,Teacher,Phd,Married,Acc100745,Current,2025-12-09,Bhaktapur Branch,205238.0,504,,0.0,Business,15.74,5482.0,640665.0,76999.0,55580.0,97.0,16.0,,,147.0,48543.0,17.0,508976.0,45892.0,959997.0,Corporate,4,0,2025-09-17,Low,No,Rm_A
C0874,Customer_874,Male,27,Butwal,Bagmati,Student,+2,Unmarried,Acc100875,Fixed Deposit,2022-11-05,Kathmandu Branch,50196.0,552,Active,1004466.0,Vehicle,13.45,39244.0,1024089.0,106775.0,109656.0,5.0,73.0,,,68.0,952.0,9.0,928870.0,38722.0,646284.0,Corporate,5,8,2025-12-20,Medium,No,Rm_D
C0399,Customer_399,Female,39,Lalitpur,Koshi,Engineer,Master,Unmarried,Acc100400,Current,2022-11-05,Kathmandu Branch,132024.0,539,Active,2681817.0,Home,12.1,5758.0,523535.0,48119.0,22611.0,47.0,96.0,,,57.0,43207.0,4.0,104499.0,36936.0,4215.0,Vip,2,8,2025-06-15,Medium,No,Rm_D
C0617,Customer_617,Male,59,Chitwan,Gandaki,Teacher,Phd,Married,Acc100618,Savings,2022-11-05,Butwal Branch,230077.0,837,,0.0,Business,6.49,8680.0,561930.0,117617.0,73153.0,40.0,79.0,,,54.0,38882.0,4.0,343446.0,22747.0,1120433.0,Corporate,3,8,2026-04-29,Medium,Yes,Rm_C
C0050,Customer_50,Female,51,Lalitpur,Bagmati,Business,+2,Unmarried,Acc100051,Savings,2025-05-29,Butwal Branch,200217.0,578,Active,2842293.0,Home,13.69,37793.0,1187192.0,44559.0,42077.0,12.0,81.0,,,151.0,20811.0,5.0,997965.0,48889.0,1043780.0,Corporate,4,5,2025-08-12,Low,Yes,Rm_C
C0200,Customer_200,Male,55,Biratnagar,Bagmati,Teacher,Phd,Married,Acc100201,Current,2022-08-29,Bhaktapur Branch,159359.0,593,Closed,299102.0,Vehicle,10.28,34433.0,121639.0,102284.0,41892.0,64.0,44.0,,,41.0,19346.0,25.0,846221.0,25107.0,1065221.0,Vip,1,2,2025-11-05,Medium,No,Rm_C
C0599,Customer_599,Female,32,Biratnagar,Gandaki,Banker,Bachelor,Unmarried,Acc100600,Savings,2020-04-12,Pokhara Branch,170699.0,702,,0.0,Education,9.69,34895.0,152652.0,30652.0,100329.0,10.0,54.0,,,11.0,26236.0,18.0,202621.0,34637.0,161554.0,Vip,5,8,2025-07-01,Low,No,Rm_B
C0970,Customer_970,Female,45,Lalitpur,Lumbini,Doctor,Master,Married,Acc100971,Current,2024-11-20,Lalitpur Branch,173716.0,661,Active,2697885.0,Business,13.01,31446.0,1034868.0,141161.0,45747.0,46.0,70.0,,,86.0,11979.0,28.0,650208.0,30072.0,220826.0,Vip,3,0,2026-03-14,Medium,No,Rm_A
C0883,Customer_883,Male,62,Pokhara,Bagmati,Engineer,+2,Married,Acc100884,Current,2025-02-27,Lalitpur Branch,82021.0,704,,0.0,Home,7.53,38204.0,854147.0,94123.0,12775.0,27.0,34.0,,,109.0,46893.0,8.0,14074.0,39036.0,425195.0,Corporate,1,2,2026-05-14,Low,No,Rm_B
C0429,Customer_429,Female,29,Pokhara,Lumbini,Teacher,Master,Unmarried,Acc100430,Fixed Deposit,2025-02-27,Chitwan Branch,73541.0,818,Closed,2644317.0,Vehicle,8.72,35417.0,907778.0,37403.0,84694.0,22.0,57.0,,,131.0,12105.0,12.0,310985.0,31242.0,1160093.0,Corporate,5,10,2025-10-07,High,No,Rm_D
C0498,Customer_498,Female,55,Biratnagar,Gandaki,Student,+2,Married,Acc100499,Fixed Deposit,2024-07-27,Chitwan Branch,36277.0,485,Closed,980419.0,Home,9.59,18121.0,507002.0,39917.0,31269.0,51.0,56.0,,,112.0,37693.0,24.0,990738.0,36985.0,1498698.0,Vip,2,1,2026-05-26,Low,No,Rm_D
C0604,Customer_604,Female,58,Kathmandu,Koshi,Banker,Bachelor,Unmarried,Acc100605,Current,2024-07-27,Bhaktapur Branch,39632.0,458,,0.0,Education,13.43,34658.0,524546.0,93062.0,60536.0,27.0,62.0,,,144.0,36094.0,17.0,552436.0,19585.0,1804267.0,Corporate,1,1,2026-04-23,Medium,Yes,Rm_D
C0011,Customer_11,Female,26,Lalitpur,Gandaki,Doctor,Phd,Unmarried,Acc100012,Savings,2022-04-08,Kathmandu Branch,223691.0,488,Closed,822176.0,Vehicle,6.38,42989.0,1906315.0,100511.0,23595.0,8.0,44.0,,,49.0,35936.0,12.0,821216.0,41949.0,469379.0,Vip,3,7,2025-11-19,High,No,Rm_D
C0889,Customer_889,Male,45,Kathmandu,Koshi,Teacher,Master,Married,Acc100890,Current,2022-04-16,Butwal Branch,96316.0,726,,0.0,Business,11.87,21849.0,885285.0,103502.0,113817.0,40.0,6.0,,,67.0,39880.0,29.0,768461.0,6214.0,588917.0,Corporate,3,5,2025-12-22,High,No,Rm_B
C0671,Customer_671,Female,31,Pokhara,Koshi,Teacher,Bachelor,Unmarried,Acc100672,Fixed Deposit,2024-07-01,Biratnagar Branch,104402.0,704,Closed,948111.0,Vehicle,6.46,11268.0,1356988.0,78435.0,54857.0,63.0,41.0,,,21.0,30544.0,27.0,26490.0,34430.0,1900940.0,Corporate,4,3,2025-12-12,Medium,No,Rm_B
C0938,Customer_938,Male,59,Butwal,Gandaki,Student,+2,Unmarried,Acc100939,Savings,2024-12-14,Kathmandu Branch,165706.0,522,Active,1222021.0,Personal,13.87,43200.0,1899172.0,91697.0,90172.0,89.0,76.0,,,134.0,46682.0,20.0,99530.0,47162.0,68314.0,Corporate,5,3,2026-05-20,Medium,Yes,Rm_D
C0929,Customer_929,Male,45,Lalitpur,Koshi,Banker,Master,Married,Acc100930,Savings,2025-09-22,Bhaktapur Branch,139747.0,680,,0.0,Education,9.34,44963.0,814504.0,56009.0,28735.0,98.0,52.0,,,97.0,878.0,4.0,660235.0,42133.0,507343.0,Corporate,3,2,2025-09-07,Medium,No,Rm_A
C0558,Customer_558,Male,54,Chitwan,Lumbini,Doctor,+2,Married,Acc100559,Savings,2025-01-31,Pokhara Branch,205105.0,783,Closed,1708651.0,Business,14.43,32763.0,1119619.0,148443.0,6388.0,94.0,24.0,,,82.0,7503.0,25.0,834104.0,20175.0,548305.0,Corporate,5,2,2026-03-04,Low,Yes,Rm_A
C0637,Customer_637,Male,49,Biratnagar,Koshi,Analyst,Bachelor,Married,Acc100638,Savings,2022-08-05,Biratnagar Branch,39811.0,690,,0.0,Personal,12.11,48613.0,907050.0,85567.0,29711.0,13.0,37.0,,,42.0,4445.0,28.0,656571.0,8365.0,1483702.0,Corporate,1,8,2026-02-09,High,No,Rm_D
C0834,Customer_834,Male,43,Bhaktapur,Bagmati,Doctor,+2,Unmarried,Acc100835,Current,2021-03-29,Kathmandu Branch,236135.0,841,,0.0,Home,9.19,43322.0,1604988.0,17138.0,37319.0,92.0,95.0,,,182.0,17682.0,18.0,188685.0,47206.0,1342562.0,Corporate,3,4,2026-04-02,Medium,No,Rm_B
C0372,Customer_372,Male,20,Chitwan,Gandaki,Analyst,Bachelor,Unmarried,Acc100373,Current,2022-05-14,Butwal Branch,133994.0,826,Closed,121779.0,Personal,6.66,41579.0,1784328.0,131471.0,42579.0,14.0,87.0,,,170.0,29432.0,30.0,725634.0,13085.0,659395.0,Corporate,1,4,2025-11-21,Medium,Yes,Rm_B
C0835,Customer_835,Female,41,Bhaktapur,Gandaki,Doctor,Bachelor,Unmarried,Acc100836,Current,2025-06-20,Bhaktapur Branch,38124.0,672,Closed,74260.0,Business,10.34,46634.0,716959.0,13104.0,70150.0,53.0,84.0,,,18.0,12782.0,6.0,787226.0,26135.0,711314.0,Corporate,5,7,2025-11-07,Medium,No,Rm_A
C0583,Customer_583,Male,59,Kathmandu,Koshi,Doctor,Master,Married,Acc100584,Current,2021-12-17,Chitwan Branch,56772.0,520,Closed,2283032.0,Education,6.4,24035.0,1506539.0,56160.0,89224.0,39.0,96.0,,,123.0,33471.0,13.0,693379.0,33152.0,926813.0,Retail,5,3,2026-01-12,Medium,No,Rm_C
